ID,TAG,NAME,UI_NAME,E_NAME,E_UI_NAME,SYMBOL,COLOR,SLOT,TVAL,SVAL,STR,INT,WIS,DEX,CON,CHA,SRH,STL,MMS,SPD,PVAL,DEPTH,WEIGHT,AP_RATE,COST,CHARGE,MIN_SIZE,MAX_SIZE,BASE_AC,BASE_EV,BASE_VO,BASE_DAMAGE,PLUS_HIT,PLUS_DAM,PLUS_AC,PLUS_EV,PLUS_VO,BOW_MUL,MIN_SIZE,MAX_SIZE,MIN_SIZE_PERMIT,MAX_SIZE_PERMIT,ADD_DEPTH_RARITY,FLAGS,DESCRIPTION,E_DESCRIPTION,COMMENT
489,449,金塊,,gold,,$,y,INVENTORY,GOLD,10,0,0,0,0,0,0,0,0,0,0,0,1,0,100,14,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
490,450,金塊,,gold,,$,y,INVENTORY,GOLD,11,0,0,0,0,0,0,0,0,0,0,0,1,0,100,16,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
491,451,オパール,,opals,,$,W,INVENTORY,GOLD,12,0,0,0,0,0,0,0,0,0,0,0,1,0,100,18,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
492,452,サファイア,,sapphires,,$,b,INVENTORY,GOLD,13,0,0,0,0,0,0,0,0,0,0,0,1,0,100,20,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
493,453,ルビー,,rubies,,$,r,INVENTORY,GOLD,14,0,0,0,0,0,0,0,0,0,0,0,1,0,100,24,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
494,454,ダイヤモンド,,diamonds,,$,w,INVENTORY,GOLD,15,0,0,0,0,0,0,0,0,0,0,0,1,0,100,28,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
495,455,エメラルド,,emeralds,,$,g,INVENTORY,GOLD,16,0,0,0,0,0,0,0,0,0,0,0,1,0,100,32,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
496,456,ミスリル,,mithril,,$,B,INVENTORY,GOLD,17,0,0,0,0,0,0,0,0,0,0,0,1,0,100,40,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,
497,457,アダマンタイト,,adamantite,,$,G,INVENTORY,GOLD,18,0,0,0,0,0,0,0,0,0,0,0,1,0,100,80,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,,,,"##### Objects 498 and 499 are the ""Morgoth Artifacts"" ###### These objects, like objects 500 to 511, are never created# without being turned into artifacts.  This simplifies the# code for ""killing the winner monster""."
498,458,冥界の大鉄杖,,& Mighty Hammer~,,\,D,HAND,HAFTED,50,0,0,0,0,0,0,0,0,0,0,0,15,2400,100,1000,0,0,0,0,0,,3d9,0,0,0,0,0,0,5,15,-2,2,,SHOW_MODS|INSTA_ART|RIDING,,,
499,459,堂々たる鉄冠,,& Massive Iron Crown~,,],D,HEAD,CROWN,50,0,0,0,0,0,0,0,0,0,0,0,44,9,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,"##### Objects 500 to 511 are the ""Special Artifacts"" ###### These objects do not specify ""full names"" because the artifact name# is added in ""obj-desc.c"" based on the artifact index (""i_ptr->name1"").## These objects do specify a ""base name"", which is used when the object# is ""aware"" (always true for lites)## The Lites (and the One Ring) specify ""physical colors"", which# over-ride the ""flavor"" colors, if any.  Note that the ""One Ring""# also has a specific check for ""unknown"" in which it changes its# name to ""a plain gold ring"".  See ""obj-desc.c""## Note that ALL artifacts are given ""IGNORE_ACID/ELEC/FIRE/COLD"",# so we do not need to specify that here.## Note that the ""INSTA_ART"" flag is used to prevent these objects from# being created without also turning them into artifacts.  This flag# must be specified both here and in the artifact template.## The only reason for having six different ""ring"" templates and three# different ""amulet"" templates is to allow each ""special artifact"" to# have a different ""color"" and ""flavor"", and also to allow the use of# special ""base names"" (such as ""Necklace"").# The Phial of Galadriel -- see artifact list"
500,460,玻璃瓶,,& Phial~,,!,y,LITE,LITE,4,0,0,0,0,0,0,0,0,0,0,0,30,4,100,10000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART|NO_LIMIT_LITE,,,# The Star of Elendil -- see artifact list
501,461,星,,& Star~,,*,y,LITE,LITE,5,0,0,0,0,0,0,0,0,0,0,0,50,2,100,25000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART|NO_LIMIT_LITE,,,# The Arkenstone of Thrain -- replaced with Jewel of Judgement#JZ#
502,462,宝石,,& Jewel~,,*,R,LITE,LITE,6,0,0,0,0,0,0,0,0,0,0,0,70,2,100,60000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART|NO_LIMIT_LITE,,,# The Amulet of Carlammas -- see artifact list
503,463,アミュレット,しろめの,& Amulet~,Pewter,"""",s,AMULET,AMULET,10,0,0,0,0,0,0,0,0,0,0,0,50,1,100,60000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Amulet of Ingwe -- see artifact list
504,464,アミュレット,べっ甲の,& Amulet~,Tortoise Shell,"""",g,AMULET,AMULET,11,0,0,0,0,0,0,0,0,0,0,0,60,1,100,90000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Necklace of the Dwarves -- see artifact list
505,465,頸飾り,金の,& Necklace~,Golden,"""",y,AMULET,AMULET,12,0,0,0,0,0,0,0,0,0,0,0,70,1,100,75000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Barahir -- see artifact list
506,466,指輪,ディリシウムの,& Ring~,Dilithium,=,W,RING,RING,32,0,0,0,0,0,0,0,0,0,0,0,50,0,100,65000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Tulkas -- see artifact list
507,467,指輪,木の,& Ring~,Wooden,=,u,RING,RING,33,0,0,0,0,0,0,0,0,0,0,0,70,0,100,150000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Power (Narya) -- see artifact list
508,468,力の指輪,蛇の,& Ring~,Serpent,=,g,RING,RING,34,0,0,0,0,0,0,0,0,0,0,0,80,0,100,100000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Power (Nenya) -- see artifact list
509,469,力の指輪,結婚,& Ring~,Wedding,=,y,RING,RING,35,0,0,0,0,0,0,0,0,0,0,0,90,0,100,200000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Power (Vilya) -- see artifact list
510,470,力の指輪,真鍮の,& Ring~,Brass,=,o,RING,RING,36,0,0,0,0,0,0,0,0,0,0,0,100,0,100,300000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,# The Ring of Power (The One Ring) -- see artifact list
511,471,力の指輪,金無垢の,& Ring~,Plain Gold,=,y,RING,RING,37,0,0,0,0,0,0,0,0,0,0,0,110,0,100,5000000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART|FIXED_FLAVOR,,,### Room for new objects added after 511 (Zangband 2.1.0): 512-575# Trump Spellbooks#JZ#
512,472,[召喚と奇術],,[Conjurings & Tricks],,?,o,INVENTORY,TRUMP_BOOK,0,0,0,0,0,0,0,0,0,0,0,0,10,13,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,BOOK,,,#JZ#
513,473,[万物のデッキ],,[Deck of Many Things],,?,o,INVENTORY,TRUMP_BOOK,1,0,0,0,0,0,0,0,0,0,0,0,20,13,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,BOOK,,,#JZ#
514,474,[運命の切札],,[Trumps of Doom],,?,u,INVENTORY,TRUMP_BOOK,2,0,0,0,0,0,0,0,0,0,0,0,50,13,100,25000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/1,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,#JZ#
515,475,[ファイブ・エース],,[Five Aces],,?,u,INVENTORY,TRUMP_BOOK,3,0,0,0,0,0,0,0,0,0,0,0,90,13,100,100000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,90/3,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|BOOK|GOOD_ITEM,,,# Arcane Spellbooks#JZ#
516,476,[初心者教本],,[Cantrips for Beginners],,?,s,INVENTORY,ARCANE_BOOK,0,0,0,0,0,0,0,0,0,0,0,0,10,13,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/1,BOOK,,,#JZ#
517,477,[小秘術],,[Minor Arcana],,?,s,INVENTORY,ARCANE_BOOK,1,0,0,0,0,0,0,0,0,0,0,0,15,13,100,250,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,BOOK,,,#JZ#
518,478,[大秘術],,[Major Arcana],,?,s,INVENTORY,ARCANE_BOOK,2,0,0,0,0,0,0,0,0,0,0,0,20,13,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/1,BOOK,,,#JZ#
519,479,[秘術大全],,[Manual of Mastery],,?,s,INVENTORY,ARCANE_BOOK,3,0,0,0,0,0,0,0,0,0,0,0,25,13,100,2500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,25/1,BOOK,,,#JZ#
520,480,反射,瑠璃の,Reflection,Azure,"""",B,AMULET,AMULET,9,0,0,0,0,0,0,0,0,0,0,0,60,1,100,30000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,60/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|REFLECTING,,,#521 and 522 cannot have EASY_KNOW because they may be cursed#JZ#
521,481,反魔法,水晶の,Anti-Magic,Crystal,"""",B,AMULET,AMULET,13,0,0,0,0,0,0,0,0,0,0,0,40,1,100,10000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|CURSED,,,#JZ#
522,482,反テレポート,銀の,Anti-Teleportation,Silver,"""",W,AMULET,AMULET,14,0,0,0,0,0,0,0,0,0,0,0,30,1,100,5000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|CURSED,,,#523 cannot have EASY_KNOW because it can get random resistances#JZ#
523,483,耐性,銅の,Resistance,Copper,"""",U,AMULET,AMULET,15,0,0,0,0,0,0,0,0,0,0,0,50,1,100,25000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD|RES_FIRE|RES_COLD|RES_ELEC|RES_ACID|RES_POIS:35%|XTRA_H_RES:25%,,,##### New arms ######JZ#
524,484,ツヴァイハンダー,,& Zweihander~,,|,w,HAND,SWORD,29,0,0,0,0,0,0,0,0,0,0,0,40,45,100,580,0,0,0,0,0,,4d6,0,0,0,0,0,0,5,15,-2,2,40/3,SHOW_MODS,,,#JZ#
525,485,短刀,,& Tanto~,,|,W,HAND,SWORD,6,0,0,0,0,0,0,0,0,0,0,0,3,4,100,30,0,0,0,0,0,,1d5,0,0,0,0,0,0,5,15,-2,2,3/2,SHOW_MODS,,,#JZ#
526,486,スプリント・メイル,,Splint Mail~,,[,D,BODY,HARD_ARMOR,10,0,0,0,0,0,0,0,0,0,0,0,35,112,100,1300,0,0,0,19,0,,1d4,-2,0,0,0,0,0,5,15,-2,2,35/1,,,,#JZ#
527,487,当世具足,,Do-maru~,,[,s,BODY,HARD_ARMOR,11,0,0,0,0,0,0,0,0,0,0,0,40,130,100,1250,0,0,0,20,0,,1d4,-2,0,0,0,0,0,5,15,-2,2,40/2,,,,#JZ#
528,488,三叉槍,,& Trifurcate Spear~,,/,o,HAND,POLEARM,26,0,0,0,0,0,0,0,0,0,0,0,35,90,100,400,0,0,0,0,0,,2d9,0,0,0,0,0,0,5,15,-2,2,35/3,SHOW_MODS|RIDING,,,#JZ#
529,489,三節棍,,& Three Piece Rod~,,\,u,HAND,HAFTED,11,0,0,0,0,0,0,0,0,0,0,0,20,60,100,350,0,0,0,0,0,,3d3,0,0,0,0,0,0,5,15,-2,2,20/3,SHOW_MODS,,,#JZ#
530,490,大鎧,,O-yoroi~,,[,D,BODY,HARD_ARMOR,16,0,0,0,0,0,0,0,0,0,0,0,45,144,100,1300,0,0,0,24,0,,1d4,-2,0,0,0,0,0,5,15,-2,2,45/2,,,,#JZ#
531,491,毛皮のクローク,,& Fur Cloak~,,(,W,OUTER,CLOAK,3,0,0,0,0,0,0,0,0,0,0,0,20,13,100,200,0,0,0,3,0,,0d0,0,0,0,0,0,0,5,15,-2,2,20/2:30/2,,,,#JZ#
532,492,ラジャタン,,& Lajatang~,,/,s,HAND,POLEARM,14,0,0,0,0,0,0,0,0,0,0,0,25,70,100,330,0,0,0,0,0,,2d7,0,0,0,0,0,0,5,15,-2,2,25/2,SHOW_MODS,,,#JZ#
533,493,ハチェット,,& Hatchet~,,/,s,HAND,POLEARM,1,0,0,0,0,0,0,0,0,0,0,0,10,25,100,120,0,0,0,0,0,,1d5,0,0,0,0,0,0,5,15,-2,2,10/2,SHOW_MODS,,,##### New armor ######JZ#
535,494,サイ皮よろい,,Rhino Hide Armour~,,(,s,BODY,SOFT_ARMOR,8,0,0,0,0,0,0,0,0,0,0,0,15,49,100,400,0,0,0,8,0,,1d1,-1,0,0,0,0,0,5,15,-2,2,15/1,,,,#JZ#
536,495,皮ジャケット,,& Leather Jacket~,,(,U,BODY,SOFT_ARMOR,12,0,0,0,0,0,0,0,0,0,0,0,20,58,100,700,0,0,0,12,0,,1d2,-1,0,0,0,0,0,5,15,-2,2,20/3,,,,##### New weapons ######JZ#
537,496,鎌,,& Sickle~,,/,s,HAND,POLEARM,3,0,0,0,0,0,0,0,0,0,0,0,10,30,100,110,0,0,0,0,0,,2d3,0,0,0,0,0,0,5,15,-2,2,10/3,SHOW_MODS,,,#JZ#
538,497,鉄棒,,& Tetsubo~,,\,u,HAND,HAFTED,16,0,0,0,0,0,0,0,0,0,0,0,25,90,100,570,0,0,0,0,0,,2d7,0,0,0,0,0,0,5,15,-2,2,25/2,SHOW_MODS,,,#JZ#
539,498,ヌンチャク,,& Nunchaku~,,\,u,HAND,HAFTED,4,0,0,0,0,0,0,0,0,0,0,0,16,25,100,120,0,0,0,0,0,,2d3,0,0,0,0,0,0,5,15,-2,2,16/2,SHOW_MODS,,,#JZ#
540,499,六尺棒,,& Bo Staff~,,\,U,HAND,HAFTED,14,0,0,0,0,0,0,0,0,0,0,0,20,45,100,310,0,0,0,0,0,,1d11,0,0,0,0,0,0,5,15,-2,2,20/1,SHOW_MODS,,,#JZ#
541,500,錫杖,,& Jo Staff~,,\,U,HAND,HAFTED,7,0,0,0,0,0,0,0,0,0,0,0,11,40,100,200,0,0,0,0,0,,1d7,0,0,0,0,0,0,5,15,-2,2,11/2,SHOW_MODS,,,#JZ#
542,501,棍棒,,& Club~,,\,u,HAND,HAFTED,1,0,0,0,0,0,0,0,0,0,0,0,0,40,100,3,0,0,0,0,0,,1d4,0,0,0,0,0,0,5,15,-2,2,0/1,SHOW_MODS,,,#JZ#
543,502,ブロード・スピア,,& Broad Spear~,,/,w,HAND,POLEARM,7,0,0,0,0,0,0,0,0,0,0,0,14,60,100,240,0,0,0,0,0,,1d9,0,0,0,0,0,0,5,15,-2,2,14/1,SHOW_MODS|RIDING,,,#JZ#
544,503,クォピス,,& Khopesh~,,|,W,HAND,SWORD,14,0,0,0,0,0,0,0,0,0,0,0,10,11,100,190,0,0,0,0,0,,2d4,0,0,0,0,0,0,5,15,-2,2,10/2,SHOW_MODS,,,#JZ#
545,504,フランベルジュ,,& Flamberge~,,|,W,HAND,SWORD,26,0,0,0,0,0,0,0,0,0,0,0,40,30,100,600,0,0,0,0,0,,3d7,0,0,0,0,0,0,5,15,-2,2,40/2,SHOW_MODS,,,#JZ#
546,505,クレイモア,,& Claymore~,,|,W,HAND,SWORD,23,0,0,0,0,0,0,0,0,0,0,0,40,28,100,600,0,0,0,0,0,,2d8,0,0,0,0,0,0,5,15,-2,2,40/2,SHOW_MODS,,,#JZ#
547,506,エスパドン,,& Espadon~,,|,W,HAND,SWORD,24,0,0,0,0,0,0,0,0,0,0,0,40,33,100,600,0,0,0,0,0,,2d9,0,0,0,0,0,0,5,15,-2,2,40/3,SHOW_MODS,,,#JZ#
548,507,青龍刀,,& Falchion~,,|,W,HAND,SWORD,22,0,0,0,0,0,0,0,0,0,0,0,40,30,100,500,0,0,0,0,0,,4d5,0,0,0,0,0,0,5,15,-2,2,40/3,SHOW_MODS|RIDING,,,#JZ#
549,508,脇差し,,& Wakizashi~,,|,W,HAND,SWORD,13,0,0,0,0,0,0,0,0,0,0,0,15,10,100,210,0,0,0,0,0,,2d4,0,0,0,0,0,0,5,15,-2,2,15/3,SHOW_MODS,,,#JZ#
550,509,薙刀,,& Naginata~,,/,s,HAND,POLEARM,9,0,0,0,0,0,0,0,0,0,0,0,25,60,100,408,0,0,0,0,0,,2d6,0,0,0,0,0,0,5,15,-2,2,25/2,SHOW_MODS,,,#JZ#
551,510,フォシャール,,& Fauchard~,,/,s,HAND,POLEARM,6,0,0,0,0,0,0,0,0,0,0,0,18,50,100,301,0,0,0,0,0,,1d10,0,0,0,0,0,0,5,15,-2,2,18/2,SHOW_MODS|RIDING,,,#JZ#
552,511,ギザルム,,& Guisarme~,,/,s,HAND,POLEARM,16,0,0,0,0,0,0,0,0,0,0,0,21,75,100,320,0,0,0,0,0,,2d5,0,0,0,0,0,0,5,15,-2,2,21/1,SHOW_MODS,,,#JZ#
553,512,ヘヴィ・ランス,,& Heavy Lance~,,/,s,HAND,POLEARM,29,0,0,0,0,0,0,0,0,0,0,0,43,240,100,700,0,0,0,0,0,,4d8,0,0,0,0,0,0,5,15,-2,2,43/4,SHOW_MODS|RIDING,,,#JZ#
554,513,バゼラード,,& Basillard~,,|,w,HAND,SWORD,9,0,0,0,0,0,0,0,0,0,0,0,15,13,100,220,0,0,0,0,0,,1d8,0,0,0,0,0,0,5,15,-2,2,15/3,SHOW_MODS,,,#JZ#
555,514,忍者刀,,& Ninjato~,,|,s,HAND,SWORD,19,0,0,0,0,0,0,0,0,0,0,0,15,10,100,265,0,0,0,0,0,,1d9,0,0,0,0,0,0,5,15,-2,2,15/2,SHOW_MODS,,,#JZ#
556,515,リング・メイル,,Ring Mail~,,[,s,BODY,HARD_ARMOR,2,0,0,0,0,0,0,0,0,0,0,0,20,90,100,500,0,0,0,12,0,,1d4,-2,0,0,0,0,0,5,15,-2,2,20/1,,,,#JZ#
557,516,防護服,,Cord Armour~,,(,y,BODY,SOFT_ARMOR,9,0,0,0,0,0,0,0,0,0,0,0,5,36,100,200,0,0,0,6,0,,1d1,0,0,0,0,0,0,5,15,-2,2,7/1,,,,#JZ#
558,517,紙甲,,Paper Armour~,,(,w,BODY,SOFT_ARMOR,3,0,0,0,0,0,0,0,0,0,0,0,5,13,100,50,0,0,0,4,0,,1d1,0,0,0,0,0,0,5,15,-2,2,7/2,,,,#JZ#
559,518,厚布よろい,,Padded Armour~,,(,y,BODY,SOFT_ARMOR,10,0,0,0,0,0,0,0,0,0,0,0,2,27,100,50,0,0,0,5,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/1,,,,#JZ#
560,519,星兜,,& Kabuto~,,],D,HEAD,HELM,8,0,0,0,0,0,0,0,0,0,0,0,50,36,100,300,0,0,0,7,0,,1d2,0,0,0,0,0,0,5,15,-2,2,50/3,,,,#JZ#
561,520,皮石よろい,,Stone and Hide Armour~,,(,U,BODY,SOFT_ARMOR,15,0,0,0,0,0,0,0,0,0,0,0,35,90,100,1000,0,0,0,15,0,,1d1,-1,0,0,0,0,0,5,15,-2,2,35/7,,,,#JZ#
562,521,陣笠,,& Jingasa~,,],s,HEAD,HELM,4,0,0,0,0,0,0,0,0,0,0,0,16,13,100,60,0,0,0,4,0,,1d2,0,0,0,0,0,0,5,15,-2,2,16/2,,,,#JZ#
563,522,胴丸,,Haramakido~,,[,D,BODY,HARD_ARMOR,14,0,0,0,0,0,0,0,0,0,0,0,32,126,100,920,0,0,0,17,0,,1d4,-2,0,0,0,0,0,5,15,-2,2,32/2,,,,
564,523,白熱灯,,& Incandescent Light~,,!,y,LITE,LITE,3,0,0,0,0,0,0,0,0,0,0,0,20,2,100,20000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,
565,524,ダイヤモンド・エッジ,,& Diamond Edge~,,|,w,HAND,SWORD,31,0,0,0,0,0,0,0,0,0,0,4,90,70,100,50000,0,0,0,0,0,,7d5,10,10,0,0,0,0,5,15,-2,2,90/16,SHOW_MODS|VORPAL|TUNNEL|NO_EGO,,,
566,525,凡庸,動起 神落 六魎,Mundanity,danseh nejood,?,w,INVENTORY,SCROLL,23,0,0,0,0,0,0,0,0,0,0,0,13,2,100,3000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,13/10,,それは読むとアイテム1個を並のアイテムに変える。複数のアイテムがまとまっている場合は1個を残して壊れる。,"This removes the ego or artifact status and all enchantment of an item. As a bonus, if you have a stack of them, the extras are destroyed.",
567,526,#の人形,,& Magical Figurine~ of #,,`,b,INVENTORY,FIGURINE,0,0,0,0,0,0,0,0,0,0,0,0,32,22,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/6:30/3:65/1,,,,
568,527,#の木の像,,& Wooden Statue~ of #,,`,u,INVENTORY,STATUE,0,0,0,0,0,0,0,0,0,0,0,0,5,90,100,75,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,5/3,,,,
569,528,#の粘土像,,& Clay Statue~ of #,,`,U,INVENTORY,STATUE,1,0,0,0,0,0,0,0,0,0,0,0,10,225,100,50,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,10/3,,,,
570,529,#の石像,,& Stone Statue~ of #,,`,s,INVENTORY,STATUE,2,0,0,0,0,0,0,0,0,0,0,0,15,225,100,100,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/3,,,,
571,530,#の鉄の像,,& Iron Statue~ of #,,`,D,INVENTORY,STATUE,3,0,0,0,0,0,0,0,0,0,0,0,20,225,100,200,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/3,,,,
572,531,#の銅像,,& Copper Statue~ of #,,`,o,INVENTORY,STATUE,4,0,0,0,0,0,0,0,0,0,0,0,25,225,100,500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,25/3,,,,
573,532,#の銀の像,,& Silver Statue~ of #,,`,W,INVENTORY,STATUE,5,0,0,0,0,0,0,0,0,0,0,0,30,225,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,30/3,,,,
574,533,#の金の像,,& Golden Statue~ of #,,`,y,INVENTORY,STATUE,6,0,0,0,0,0,0,0,0,0,0,0,40,225,100,2500,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,40/3,,,,
575,534,#の象牙の像,,& Ivory Statue~ of #,,`,w,INVENTORY,STATUE,7,0,0,0,0,0,0,0,0,0,0,0,45,225,100,2000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,45/3,,,,
576,535,#のミスリル像,,& Mithril Statue~ of #,,`,B,INVENTORY,STATUE,8,0,0,0,0,0,0,0,0,0,0,0,80,225,100,10000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,80/3,,,,
577,536,#の装飾された像,,& Ornate Statue~ of #,,`,v,INVENTORY,STATUE,9,0,0,0,0,0,0,0,0,0,0,0,50,225,100,5000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,50/3,,,,
578,537,の骨,,Skeleton~,,~,w,INVENTORY,CORPSE,0,0,0,0,0,0,0,0,0,0,0,0,1,9,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/2,,,,
579,538,の死体,,Corpse~,,~,d,INVENTORY,CORPSE,1,0,0,0,0,0,0,0,0,0,0,0,1,18,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/2,,,,
580,539,Ｔシャツ,,& T-shirt~,,~,w,BODY,SOFT_ARMOR,0,0,0,0,0,0,0,0,0,0,0,0,1,4,100,0,0,0,0,1,0,,1d1,0,0,0,0,0,0,5,15,-2,2,1/255,,,,
581,540,魔術師の杖,,& Wizardstaff~,,\,y,HAND,HAFTED,21,0,0,0,0,0,0,0,0,0,0,0,25,20,100,4000,0,0,0,0,0,,1d2,0,0,0,0,0,0,5,15,-2,2,25/4,SHOW_MODS|DEC_MANA,,,
582,541,フェアノールのランプ,,& Feanorian Lamp~,,~,o,LITE,LITE,2,0,0,0,0,0,0,0,0,0,0,0,15,27,100,450,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,15/1,IGNORE_FIRE|NO_LIMIT_LITE,,,
583,542,岩石溶解,アダマンタイトの,Stone to Mud,Adamantite,-0,v,INVENTORY,ROD,29,0,0,0,0,0,0,0,0,0,0,0,40,4,100,3000,25,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,20/12:40/3,STONE_TO_MUD,それは振るとドアや岩石や壁を溶かす。,"It turns a door, rock and wall square to mud when you zap it.",#JZ#
584,543,ドラゴン・グローブ,,& Set~ of Dragon Gloves,,],G,ARMS,GLOVES,3,0,0,0,0,0,0,0,0,0,0,0,60,13,100,10000,0,0,0,4,0,,1d3,0,0,10,0,0,0,5,15,-2,2,60/5,IGNORE_ACID|IGNORE_FIRE|IGNORE_ELEC|IGNORE_COLD,,,#JZ#
585,544,ドラゴン皮の靴,,& Pair~ of Dragon Boots,,],G,FEET,BOOTS,4,0,0,0,0,0,0,0,0,0,0,0,60,27,100,10000,0,0,0,5,0,,1d3,0,0,10,0,0,0,5,15,-2,2,60/5,IGNORE_ACID|IGNORE_FIRE|IGNORE_ELEC|IGNORE_COLD,,,
586,545,腐れの指輪,金有垢の,& Ring~,Plain Goldarn,=,y,RING,RING,50,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART|FIXED_FLAVOR,,,
587,546,テレパシー,卍の,Telepathy,Swastika,"""",v,AMULET,AMULET,16,0,0,0,0,0,0,0,0,0,0,0,60,1,100,50000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,60/4,IGNORE_ACID|IGNORE_ELEC|IGNORE_FIRE|IGNORE_COLD,,,
588,547,進化する銃,,& Gun~,,},r,BOW,BOW,50,0,0,0,0,0,0,0,0,0,0,0,15,45,100,1000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,SHOW_MODS|INSTA_ART,,,
589,548,石,,& Crystal Ball~,,*,y,LITE,LITE,8,0,0,0,0,0,0,0,0,0,0,0,60,4,100,60000,0,0,0,0,0,,1d1,0,0,0,0,0,0,5,15,-2,2,,INSTA_ART,,,
