"ID","NAME","E_NAME","SYM","COL","RACE1","RACE2","SEX","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","FATHER","MOTHER","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","FLAG","ACTION","AUTHORITY","DESCRIPTION","E_DESCRIPTION","COMMENT",,,,,
1016,"スパイダー・ボム","Spider bomb","S","W","SPIDER","SPIDER","0x01","NONE","NONE","NONE",0,0,20,4,0,10,0,0,0,0,"NONE","NONE",-1,120,30,50,0,14,14,14,14,14,14,21,0,10,0,21,0,10,0,"EXPLODE:HURT:30d2",,,"WEIRD_MIND|COLD_BLOOD|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_FEAR|NO_CONF|NO_SLEEP|NONLIVING|RES_TELE",,,"蜘蛛のような形の小さな爆弾で、あなたに向って歩き、爆発する。","It is a small bomb of a form like a spider. 
It walks toward you!
","
 蜘蛛召喚する敵が召喚しちゃうと変だけど。訳は「蜘蛛型爆弾」の方がよいかも。
",,,,,
1017,"爆弾をとりつけられた蚊","Bomb mosquito","I","D","INSECT","INSECT","0x01","NONE","NONE","NONE",0,0,1,6,0,3,0,0,0,0,"NONE","NONE",-1,120,30,50,0,10,10,10,10,10,10,1,0,1,0,1,0,1,0,"EXPLODE:HURT:1d2",,,"RAND_50|CAN_FLY|WEIRD_MIND",,,,,"
 HUNTER X HUNTER より。
",,,,,
1018,"世紀末覇者『ラオウ』","Raou the Conqueror","p","W","HUMAN","HUMAN","0x01","MONK","NONE",1,0,0,62,7,0,30000,0,0,0,0,"NONE","NONE",4,123,50,0,10,28,28,28,28,28,28,250,0,266,0,0,0,0,0,"PUNCH:HURT:15d15
PUNCH:HURT:15d15
PUNCH:TERRIFY:30d1
KICK:SUPERHURT:15d15",,,"UNIQUE|CAN_SPEAK|SMART|REFLECTING|HAS_LITE_2|OPEN_DOOR|BASH_DOOR|DROP_CORPSE|DROP_SKELETON|FORCE_SLEEP|FORCE_MAXHP|NO_CONF|NO_SLEEP|DROP_2D2|DROP_1D2|DROP_GOOD|ONLY_ITEM|CAN_SWIM|IM_COLD|IM_POIS|IM_ACID|IM_ELEC|IM_FIRE|REGENERATE","1_IN_3|CAUSE_3|TELE_TO",,"ラオウは北斗神拳伝承者ケンシロウの義兄であり北斗神拳の使い手である。
激動の闇の時代に、己の信念で新たな時代を築こうとした。","
","
 ケンシロウのコピーだけど、少しだけ違う。Raoh?
",,,,,
1019,"ラオウの愛馬『黒王号』","Kokuo, Raou's Steed","q","D","QUADRUPED","QUADRUPED","0x02","WARRIOR","NONE","NONE",0,0,40,7,0,2000,0,0,0,0,"NONE","NONE",0,130,20,100,50,19,19,19,19,19,19,170,0,60,0,160,0,50,0,"KICK:HURT:4d4
KICK:HURT:5d5
BITE:HURT:6d6",,,"FORCE_MAXHP|UNIQUE|REGENERATE|BASH_DOOR|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|DROP_CORPSE|RIDING",,,"黒く大きな体をしたこの荒ぶる馬は、まさにラオウの乗馬にふさわしい。",,"
 ジュリアンのやつのコピー。名前？
",,,,,
1020,"クター","Kutar","h","u","KUTAR","KUTAR","0x01","NONE","NONE","NONE",0,0,5,4,0,20,0,0,0,0,"NONE","NONE",-1,110,10,10,10,11,11,11,11,11,11,140,10,30,3,140,10,30,3,"HIT:HURT:3d4
HIT:EAT_FOOD:3d4",,,"DROP_60|OPEN_DOOR|BASH_DOOR|DROP_CORPSE|WILD_WOOD",,,"無表情で襲いかかる、二足歩行の熊のような生き物だ。","It is a biped living thing like the bear. 
It pounces on you expressionlessly.
",,,,,,
1021,"航海士『ナミ』","Nami, the Mate","p","o","HUMAN","HUMAN","0x01","ROGUE","NONE",2,"SORCERY",0,8,16,0,150,0,0,0,0,"NONE","NONE",-1,120,20,0,20,11,11,11,11,11,11,164,0,51,0,164,0,51,0,"HIT:EAT_GOLD:1d9
HIT:EAT_GOLD:1d9
TOUCH:EAT_ITEM
TOUCH:EAT_ITEM",,,"UNIQUE|FORCE_SLEEP|FORCE_MAXHP|CAN_SPEAK|FRIENDLY|ONLY_ITEM|DROP_1D2|DROP_GOOD|DROP_GREAT|WILD_GRASS|TAKE_ITEM|OPEN_DOOR|CAN_SWIM|DROP_SKELETON|DROP_CORPSE","1_IN_3|HEAL|TRAPS",,,,"
 OnePiecebandのプレビュー。こうしてみるとなんかサブイ……。
",,,,,
1022,"サイヤ人『ナッパ』","Nappa the Saiyan","p","U","SAIYAN","SAIYAN","0x02","FORCETRAINER","NONE","NONE",0,0,40,13,0,13500,0,0,0,0,"NONE","NONE",-1,125,30,0,15,19,19,19,19,19,19,213,0,104,0,0,0,0,0,"PUNCH:HURT:10d8
HIT:SHATTER:10d10",,,"UNIQUE|CAN_SPEAK|RES_TELE|DROP_SKELETON|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|KILL_WALL|ONLY_ITEM|DROP_4D2|DROP_GOOD|MOVE_BODY|REGENERATE|OPEN_DOOR|BASH_DOOR|RES_WALL","1_IN_8|TELE_TO|BO_MANA",,"逞しい人間のようだが、猿の尻尾が付いている。これこそがサイヤ人の証だ。
その戦闘力は人間を凌駕し、多くの破壊を呼び起こすだろう。","He looks like brawny human being apparently. 
However, unlike man, it has the tail of a monkey. 
This tail proves he is a Saiyan. 
A Saiyan's fighting power is far superior to human's and will bring many destruction.

","
 強すぎる？
",,,,,
1023,"手榴弾","Hand grenade","{","r","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,38,255,0,0,0,0,0,0,"NONE","NONE",-1,130,200,0,0,19,19,19,19,19,19,15,0,3,0,15,0,3,0,"EXPLODE:FIRE:2d40",,,"RES_TELE|FORCE_MAXHP|RAND_25|RAND_50|NEVER_BLOW|EMPTY_MIND|COLD_BLOOD|NONLIVING|HURT_FIRE|NO_FEAR|NO_CONF|NO_STUN|NO_SLEEP",,,"2ターン後に爆発する。気をつけろ！","It explodes after two turns. Beware!
2！",,,,,,
1024,"盗賊の頭領","Grand master thief","p","B","HUMAN","HUMAN","0x01","ROGUE","NONE","NONE","SORCERY",0,42,2,0,1500,0,0,0,0,"NONE","NONE",-1,130,50,0,40,19,19,19,19,19,19,179,0,69,0,0,0,0,0,"HIT:EAT_ITEM:5d5
HIT:EAT_ITEM:5d5
HIT:EAT_GOLD:5d5
HIT:EAT_GOLD:5d5",,,"SEX_F25|DROP_2D2|TAKE_ITEM|OPEN_DOOR|BASH_DOOR","1_IN_2|BLINK|TPORT|TELE_TO|CONF|TRAPS",,"その技、だれにも真似はできない。今さら財産を守っても手遅れだ。
彼は魔法を学び、罠を仕掛けることを覚えているのだ。","A class of its own: you are already too late to protect your possessions 
and he seems to have studied magic too, and is a master of setting traps.

",,,,,,
1025,"三途の川の渡し守『カロン』","Charon, Boatman of the Styx","W","D","WRAITH","WRAITH","0x02","PRIEST","NONE","NONE","DEATH","SORCERY",54,3,0,25000,0,0,0,0,"NONE","NONE",3,120,30,100,10,23,23,23,23,23,23,193,0,71,0,0,0,0,0,"WAIL:LOSE_ALL
TOUCH:UN_POWER
HIT:EXP_80:8d12
HIT:EXP_80:8d12",,,"UNIQUE|SMART|FORCE_SLEEP|FORCE_MAXHP|ONLY_GOLD|DROP_3D2|DROP_4D2|COLD_BLOOD|PASS_WALL|OPEN_DOOR|BASH_DOOR|MOVE_BODY|IM_COLD|IM_POIS|RES_NETH|NO_STUN|NO_CONF|NO_SLEEP|RES_TELE","1_IN_3|BLIND|HOLD|SCARE|CAUSE_3|DARKNESS|BO_ICEE|BO_NETH|BA_COLD|BA_NETH|BA_WATE|S_UNDEAD",,"三途の川の死者の国への渡し守だ。
あなたを乗せて渡し賃をもらおうと考えている。","The ferryman across the river Styx to the land of the dead. 
He wishes to receive payment for your entry.

",,,,,,
1026,"老ソーサラー","Old sorcerer","p","v","HUMAN","HUMAN","0x01","SORCERER","NONE","NONE",0,0,69,3,0,5000,0,0,0,0,"NONE","NONE",3,130,20,0,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:HURT:6d8
HIT:HURT:6d8
HIT:HURT:6d8
TOUCH:DR_MANA:6d8",,,"FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_4D2|DROP_GOOD|SMART|OPEN_DOOR|BASH_DOOR|TAKE_ITEM|NO_CONF|NO_SLEEP","1_IN_2|BLINK|TELE_TO|BLIND|CONF|CAUSE_3|CAUSE_4|TRAPS|BO_ACID|BA_FIRE|BA_COLD|BA_POIS|S_MONSTER|S_UNDEAD|S_DRAGON|S_HI_DRAGON|S_HI_UNDEAD",,"ローブに身を包んだ人間で、魔法で高められたスピードで動く。その手は常に
魔法を唱えられるように浄められている。魔法の詠唱はうつろにダンジョンに
こだまし、聞く者をよろめかす。","A human figure in robes, he moves with magically improved speed, and his 
hands are ablur with spell casting. You stagger at the mighty sound of his 
spells as they echo hollowly through the dungeon.


",,,,,,
1027,"二子峠の魔王『赤カブト』","Red Helm, the King of Bear","q","r","QUADRUPED","QUADRUPED","0x02","WARRIOR","NONE",1,0,0,31,4,0,1200,0,0,0,0,"NONE","NONE",-1,120,20,100,10,16,16,16,16,16,16,1282,0,19713,0,0,0,0,0,"CLAW:HURT:3d6
CLAW:HURT:3d6
BITE:HURT:3d10
BITE:HURT:3d10",,,"ESCORT|BASH_DOOR|FORCE_MAXHP|UNIQUE|DROP_CORPSE|WILD_WOOD|WILD_MOUNTAIN|NO_SLEEP|NO_FEAR",,,"二子峠に己の牙城を築き上げ君臨する凶熊どもの王だ。","A king of mad bear. He had built his stronghold at Hutago mountain, 
and is reigning over there.
",,,,,,
1028,"凶熊","Mad bear","q","D","QUADRUPED","QUADRUPED","0x01","WARRIOR","NONE","NONE",0,0,23,1,0,70,1000,547,0,0,"NONE","NONE",-1,110,10,35,10,14,14,14,14,14,14,421,0,713,0,0,0,0,0,"CLAW:HURT:2d5
CLAW:HURT:2d5
BITE:HURT:3d6",,,"WEIRD_MIND|BASH_DOOR|FRIENDS|DROP_SKELETON|DROP_CORPSE|WILD_WOOD|WILD_MOUNTAIN",,,"『赤カブト』の配下の熊だ。","These bears are followers of Red Helm.
",,,,,,
1029,"ベビーサタン","Demonite","u","v","IMP","IMP","0x01","ROGUE","NONE","NONE",0,0,20,2,0,250,0,0,0,0,"NONE","NONE",-1,115,30,50,10,14,14,14,14,14,14,104,0,31,0,0,0,0,0,"CLAW:HURT:3d5
CLAW:HURT:3d5",,,"OPEN_DOOR|CAN_SPEAK|NONLIVING|RAND_25|IM_COLD|IM_FIRE|IM_POIS|CAN_SWIM","1_IN_6|BR_COLD",,"憎めない顔をした小柄な悪魔だ。","A demon small in stature whose face you can't help but love.
",,,,,,
1030,"南蛮王『孟獲』","Meng Huo, the King of Southerings","p","o","BARBARIAN","BARBARIAN","0x02","PALADIN","NONE",1,0,0,22,2,0,6529,0,0,0,0,"NONE","NONE",0,110,20,0,20,14,14,14,14,14,14,238,0,142,0,238,0,142,0,"HIT:HURT:1d15
HIT:HURT:1d15
HIT:HURT:1d15
HIT:HURT:1d15",,,"UNIQUE|HAS_LITE_2|FORCE_MAXHP|CAN_SPEAK|WILD_ALL|DROP_SKELETON|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_GOOD|ESCORT|OPEN_DOOR|BASH_DOOR","1_IN_10|S_KIN",,"南蛮の王。諸葛亮に七度擒にされる。","He is the king of Nanman. He was arrested by Zhuge Liang 7 times.
",,,,,,
1031,"金色の怪人『ワッハマン』","Wahha-Man the Golden","g","y","GOLEM","GOLEM","0x02","WARRIOR",1090,5,0,0,68,11,0,35000,0,0,0,0,"NONE","NONE",11,130,100,200,0,28,28,28,28,28,28,189,0,431,0,189,0,431,0,"HIT:HURT:25d9
HIT:HURT:25d9
HIT:HURT:25d9
HIT:HURT:25d9",,,"UNIQUE|NONLIVING|NO_FEAR|FORCE_MAXHP|FORCE_SLEEP|REFLECTING|MOVE_BODY|KILL_WALL|IM_FIRE|IM_ELEC|IM_POIS|IM_ACID|IM_COLD|RES_NETH|RES_WATE|RES_PLAS|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|NO_STUN|REGENERATE|NO_CONF|NO_SLEEP|CAN_FLY|COLD_BLOOD|BASH_DOOR|POWERFUL|RAND_25|DROP_CORPSE|SELF_LITE_2",,,"もとはアトランティスの勇者。
『パパ』に立ち向かうために神官の手によってオリハルコンの体に改造された。","He was the braver of Atlantis. His body was converted by a Shinto priest, 
in order to fight against ""Papa"". His body is now made by Orihalcon.

",,,,,,
1032,"エルフの尊き母『メリアン』","Melian, the Elven great mother.","p","W","MAIAR","MAIAR","0x01","PRIEST",17,3,0,0,71,5,0,24000,0,0,0,0,1090,"NONE",15,130,30,0,5,28,28,28,28,28,28,194,0,82,0,194,0,82,0,,,,"UNIQUE|CAN_SPEAK|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|CAN_SWIM|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_GOOD|SMART|OPEN_DOOR|BASH_DOOR|SELF_LITE_2|IM_ACID|IM_FIRE|IM_POIS|RES_CHAO|NO_CONF|NO_SLEEP","1_IN_2|CAUSE_3|PSY_SPEAR",,"テレリの王シンゴルと結ばれ、数多の栄えあるエルフの祖となった存在だ。
彼女はその神秘的な力をもって自分のいとし子たちを守り抜いてきた。","
",,,,,,
1033,"『ディファイラー』","The Defiler","K","D","INSECT","INSECT","0x00","WARRIOR","NONE","NONE",0,0,58,3,0,30000,0,0,0,0,"NONE","NONE",0,120,20,120,70,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CLAW:ACID:5d12
CLAW:ACID:6d12
CLAW:HURT:8d12
BITE:HURT:10d14",,,"UNIQUE|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|KILL_WALL|ONLY_ITEM|DROP_2D2|DROP_4D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|POWERFUL|MOVE_BODY|IM_ACID|IM_FIRE|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_3|BR_ACID|BR_POIS|S_KIN",,"大きなハサミを持つ図体の大きな昆虫だ。岩を溶かして獲物に辿り着くべく、酸の毒を体に滲ませている。","A hulking creature with massive pincers.  The Defiler oozes acidic 
venom as it smashes the living rock to reach you.

",,,,,,
1034,"『迷宮のミノタウロス』","The Minotaur of the Labyrinth","H","U","MINOTAUR","MINOTAUR","0x02","WARRIOR","NONE","NONE",0,0,40,3,0,600,0,0,0,0,"NONE","NONE",-1,120,13,25,10,19,19,19,19,19,19,170,0,60,0,160,0,50,0,"BUTT:HURT:4d6
BUTT:HURT:4d6
BUTT:HURT:2d6
BUTT:HURT:2d6",,,"BASH_DOOR|DROP_SKELETON|DROP_CORPSE|FORCE_MAXHP|UNIQUE",,,"それは人間と雄牛の混血したモンスターだ。","It is a cross between a human and a bull.
",,,,,,
1035,"リビングアーマー","Living armor","[","w","MIMIC","MIMIC","0x01","NONE","NONE","NONE",0,0,26,5,0,200,0,0,0,0,"NONE","NONE",-1,105,30,120,0,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"CRUSH:SUPERHURT:6d10
CRUSH:SUPERHURT:6d10
CRUSH:HURT:4d8
CRUSH:HURT:4d8",,,"NEVER_MOVE|NONLIVING|NO_FEAR|STUPID|COLD_BLOOD|CHAR_MULTI|NO_CONF|NO_SLEEP|IM_COLD|IM_FIRE|FORCE_MAXHP|IM_ELEC|IM_POIS",,,"哀れで愚かな冒険者が近づいて来るまでは普通の鎧に似ている。","It resembles a normal armor until some poor fool ventures too close! 
",,,,,,
1036,"トラップマスター","Trap master","p","b","HUMAN","HUMAN","0x01","ROGUE","NONE","NONE",0,0,28,5,0,240,0,0,0,0,"NONE","NONE",-1,125,20,0,0,16,16,16,16,16,16,170,0,60,0,160,0,50,0,,,,"NEVER_BLOW|DROP_SKELETON|DROP_CORPSE|DROP_1D2|EAT_GIVE_DEX|EAT_LOSE_WIS|OPEN_DOOR|BASH_DOOR","1_IN_2|TRAPS|BLINK",,"気をつけろ！姿を見たときはすでに罠に囲まれているぞ。","！",,,,,,
1037,"聖堂騎士","Knight templar","p","w","HUMAN","HUMAN","0x01","PALADIN","NONE","NONE",0,0,52,2,0,5000,0,0,0,0,"NONE","NONE",1,120,20,0,10,23,23,23,23,23,23,189,12,80,4,178,12,68,4,"HIT:HURT:10d5
HIT:HURT:10d5
HIT:HURT:10d5
HIT:HURT:10d5",,,"FORCE_MAXHP|ONLY_ITEM|DROP_90|DROP_2D2|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|SMART|NO_SLEEP|NO_FEAR|HAS_LITE_1","1_IN_4|HEAL|SCARE|CAUSE_3|CAUSE_4|HASTE|BLIND|S_ANGEL",,"信心深い人であればある程、信仰の枠を越えて頑固な独り善がりになってしまう
事はよくある。それは聖堂騎士団に最もよく当てはまる事だ。彼らは教会の勢力
のうちで最も敬虔で力強いが、度量の狭さも人一倍である。そのため、悪賢いモ
ルゴスの意思により善の勢力は互いに敵対するように仕向けられているのである。","It seems that the more devout the person, the more likely they are to cross 
the boundary between piety and sanctimoniousness. And such is the case with 
the Order of the Knights Templar: they are among the most pious and 
powerful of the religious knightly orders, but noted for their intolerance. 
And thus it is Morgoth's will that is unwittingly done, as the forces of good 
are set against each other.



",,,,,,
1038,"パラディン","Paladin","p","w","HUMAN","HUMAN","0x01","PALADIN","NONE","NONE",0,0,20,1,0,55,800,938,0,0,"NONE","NONE",-1,110,20,0,40,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"HIT:HURT:4d5
HIT:HURT:4d5",,,"DROP_1D2|TAKE_ITEM|OPEN_DOOR|BASH_DOOR","1_IN_4|HEAL|CAUSE_1|CAUSE_2|SLOW|SCARE|BLIND",,"己が信じる神のために戦う戦士で、異宗教、異宗派の者とは敵対している。","A warrior for a holy cause. Unfortunately, his god is not yours, and there is 
rivalry even between the various gods of Good, so he is your enemy.
",,,,,,
1039,"レンジャー","Ranger","p","g","HUMAN","HUMAN","0x01","RANGER","NONE","NONE",0,0,20,1,0,55,0,0,0,0,"NONE","NONE",-1,110,20,0,40,14,14,14,14,14,14,170,0,60,0,160,0,50,0,"SHOOT:HURT:5d6
HIT:HURT:5d4
HIT:HURT:5d4",,,"DROP_1D2|TAKE_ITEM|OPEN_DOOR|BASH_DOOR","1_IN_4|SHOOT|MISSILE|S_MONSTER|BO_ELEC|BLINK",,"自然と共に戦う戦士だ。弓にも剣にも達者で、多少の魔法も使うことができ、
動物達を飼い、従えている。","A warrior who is at one with nature. A master of both bow and sword, with 
minor spellcasting skills, and animals come to do his bidding.

",,,,,,
1040,"カメレオン","Chameleon","R","v","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,20,1,0,0,0,0,0,0,"NONE","NONE",-1,110,20,0,0,14,14,14,14,14,14,170,0,60,0,160,0,50,0,,,,"CHAMELEON|WILD_WOOD|DROP_1D2|DROP_CORPSE|DROP_SKELETON|CAN_FLY|IM_FIRE|IM_COLD|IM_ELEC|IM_ACID|IM_POIS","1_IN_1|SPECIAL",,"周囲の環境に合わせてその姿を変えると言われる生物だ。",,,,,,,
1041,"カメレオンの王","Chameleon Lord","R","v","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,45,1,0,0,0,0,0,0,"NONE","NONE",0,110,20,0,0,21,21,21,21,21,21,170,0,60,0,160,0,50,0,,,,"UNIQUE|ESCORT|DROP_GOOD|CHAMELEON|DROP_3D2|DROP_CORPSE|DROP_SKELETON|CAN_FLY|IM_FIRE|IM_COLD|IM_ELEC|IM_ACID|IM_POIS","1_IN_1|SPECIAL",,"カメレオンは周囲の環境に合わせてその姿を変えると言われるが、
それは王とて例外ではない。","
",,,,,,
1042,"幻の鯨『イッカク』","Narwhal","l","w","AQUARIC_MONSTER","AQUARIC_MONSTER","0x02","WARRIOR","NONE","NONE",0,0,40,20,0,299321,0,0,0,0,"NONE","NONE",1,130,50,100,70,19,19,19,19,19,19,4521,0,353214,0,4521,0,353214,0,"BUTT:HURT:8d5
BUTT:HURT:8d5
BUTT:COLD:10d8",,,"UNIQUE|DROP_CORPSE|AQUATIC|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_2D2|DROP_GOOD|IM_COLD|RES_WATE|IM_POIS|NO_CONF|NO_SLEEP|NO_STUN|RIDING",,,"冬の世界に住むイヌイット族に伝わる伝説の鯨で，
その神秘の角はあらゆる病に効くとされる。","This is the whale of the tradition which gets across to the Inuit 
who lives in the world of winter. It is said that the mystical horn 
of this whale cures all illnesses.
，
",,,,,,
1043,"『ペットショップ』","Petshop","B","R","BIRD","BIRD","0x02","MINDCRAFTER","NONE","NONE",0,0,48,8,0,25000,0,0,0,0,"NONE","NONE",0,120,120,130,0,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"BITE:COLD:12d6
BITE:COLD:12d6
HIT:COLD:9d12
HIT:COLD:9d12",,,"UNIQUE|DROP_CORPSE|RES_NETH|AURA_COLD|FORCE_SLEEP|FORCE_MAXHP|CAN_FLY|ONLY_ITEM|DROP_2D2|DROP_GOOD|OPEN_DOOR|BASH_DOOR|SMART|IM_ACID|IM_FIRE|IM_COLD|IM_POIS|NO_CONF|NO_SLEEP","1_IN_3|BO_COLD|BA_COLD|BO_ICEE|BR_COLD",,"ディオが隠れ棲む館の門番であるこの鳥は犬が
大好物なのかもしれない。","This bird is the porter of the mansion in which Dio Brando hides and lives. 
For it, a dog may be a favorite food.

","
JOJO第3部より
火の鳥を微妙に変更
",,,,,
1044,"白ワニ","White crocodile","R","w","REPTILIA","REPTILIA","0x01","NONE","NONE","NONE",0,0,26,3,0,200,0,0,0,0,"NONE","NONE",-1,115,20,40,20,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"BITE:HURT:3d4
BITE:HURT:3d4
BITE:HURT:3d4
BITE:HURT:3d4",,,"FORCE_MAXHP|ONLY_ITEM|DROP_1D2|DROP_CORPSE|OPEN_DOOR|BASH_DOOR|CAN_SWIM|IM_POIS|RES_WATE",,,"このワニは下水道の中で巨大に成長した。
彼にとっては冒険者など獲物にすぎない。","This crocodile grew huge in the sewer. 
For him, an adventurer is only game.

","D:原稿が遅れるとやってくるワニ。",,,,,
1045,"分解ボルテックス","Disintegrate vortex","v","s","VORTEX","VORTEX","0x01","NONE","NONE","NONE",0,0,65,6,0,5000,0,0,0,0,"NONE","NONE",-1,140,100,80,0,28,28,28,28,28,28,170,0,60,0,160,0,50,0,,,,"FORCE_SLEEP|NEVER_BLOW|RAND_50|RAND_25|CAN_FLY|EMPTY_MIND|BASH_DOOR|POWERFUL|KILL_WALL|KILL_ITEM|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|NONLIVING","1_IN_6|BR_DISI",,"周囲のものが渦巻き状に分解されていくのが見える。",,"J0#",,,,,
1046,"黒色王『ウルファング』","Ulfang the Black","p","U","BARBARIAN","BARBARIAN","0x02","WARRIOR","NONE","NONE",0,0,34,3,0,5429,0,0,0,0,"NONE","NONE",0,120,20,0,40,17,17,17,17,17,17,170,0,60,0,160,0,50,0,"HIT:HURT:5d5
HIT:HURT:5d5
HIT:HURT:5d5
HIT:HURT:5d5",,,"UNIQUE|FORCE_MAXHP|HAS_LITE_1|DROP_SKELETON|DROP_CORPSE|ONLY_ITEM|DROP_2D2|DROP_GOOD|TAKE_ITEM|OPEN_DOOR|BASH_DOOR",,,"背が低くて浅黒い肌をした東夷で、黒い服に身を包んでいる。","A short and swarthy Easterling dressed in Black.
",,,,,,
1047,"黄衣の修行僧","Topaz monk","p","y","HUMAN","HUMAN","0x01","MONK","NONE","NONE","CRAFT",0,35,2,0,800,0,0,0,0,"NONE","NONE",-1,120,30,0,10,18,18,18,18,18,18,170,0,60,0,160,0,50,0,"KICK:SUPERHURT:9d1
HIT:SUPERHURT:9d1
KICK:SUPERHURT:9d4
HIT:SUPERHURT:9d1",,,"DROP_60|DROP_1D2|OPEN_DOOR|BASH_DOOR|IM_ELEC|HAS_LITE_2|IM_FIRE|IM_COLD|IM_POIS|IM_ACID|NO_FEAR|NO_CONF|NO_SLEEP|DROP_CORPSE|DROP_SKELETON","1_IN_9|HASTE",,"黄色の法衣を身に纏った、拳法に熟練した修行僧だ。","A yellow-garbed monk, trained in martial arts.
",,,,,,
1048,"石ドラゴン","Stone dragon","D","D","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,45,3,0,4000,40000,1049,0,0,"NONE","NONE",0,110,20,170,70,21,21,21,21,21,21,1500,30,1100000,10,1500,30,1100000,10,"CLAW:HURT:6d10
CLAW:HURT:6d10
BITE:HURT:6d13
CRUSH:SUPERHURT:7d15",,,"FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|DROP_4D2|CAN_FLY|RIDING|SMART|BASH_DOOR|POWERFUL|MOVE_BODY|IM_FIRE|IM_ELEC|IM_POIS|HURT_COLD|NO_FEAR|NO_STUN|NO_CONF|NO_SLEEP|HURT_ROCK",,,"全身が石でできた巨大なドラゴンだ。非常に硬そうに見える...","A huge dragon all made of stone. It looks very solid...
...",,,,,,
1049,"鋼鉄ドラゴン","Steel dragon","D","D","DRAGON","DRAGON","0x01","NONE","NONE","NONE",0,0,55,3,0,10000,0,0,0,0,"NONE","NONE",2,120,20,200,70,10,10,10,10,10,10,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:7d12
CLAW:HURT:7d12
BITE:HURT:7d14
CRUSH:SUPERHURT:7d17",,,"FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|DROP_3D2|DROP_4D2|CAN_FLY|RIDING|SMART|BASH_DOOR|POWERFUL|MOVE_BODY|IM_FIRE|IM_ELEC|IM_POIS|RES_SHAR|NO_FEAR|NO_STUN|NO_CONF|NO_SLEEP",,,"全身が鋼鉄でできた巨大なドラゴンだ。非常に硬そうに見える...","A huge dragon all made of steel. It looks very solid...
...",,,,,,
1050,"タイタンの『アトラス』","Atlas, the Titan","P","s","TITAN","TITAN","0x02","WARRIOR","NONE","NONE",0,0,76,3,0,37000,0,0,0,0,"NONE","NONE",18,125,30,160,15,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:SHATTER:13d13
HIT:CONFUSE:13d13
HIT:SHATTER:13d13
HIT:CONFUSE:13d13",,,"UNIQUE|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_GOOD|DROP_4D2|KILL_BODY|KILL_WALL|SMART|TAKE_ITEM|OPEN_DOOR|BASH_DOOR|DROP_CORPSE|HURT_ROCK|HAS_LITE_2|IM_FIRE|IM_COLD|IM_ACID|IM_ELEC|IM_POIS",,,"アトラスは最強のタイタンで、その肩で天を担いだという伝説がある。","The strongest of all the Titans.  Legend has it that he use to hold the sky 
on his shoulders; and the mountain range that now does so is named after him. 
",,,,,,
