"ID","NAME","E_NAME","SYM","COL","RACE","CLASS","PATRON","CHARA","RELM1","RELM2","LEV","RARE","Z","EXP","N_EXP","N_MIN","AGE","SC","DV","SP","VIS","AC","ALERT","STR","INT","WIS","DEX","CON","CHA","M_HB","M_HM","M_WB","M_WM","F_HB","F_HM","F_WB","F_WM","BATTLE","UNDERLING","ARTIFACT","COMMENT","FLAG","ACTION","AUTHORITY","DESCRIPTION",,,,,,,
858,"妖術帝『アンナタール』","Annatar, the Sorcerous Emperor","p","o",45,1,255,1,0,0,90,1,0,50000,0,0,0,0,20,135,100,0,0,28,28,28,28,28,28,273,0,245,0,273,0,245,0,"HIT:UN_BONUS:10d12
HIT:UN_BONUS:10d12
TOUCH:UN_POWER
TOUCH:UN_POWER",,"13:0:0:100","J0#","UNIQUE|MALE|CAN_SPEAK|REFLECTING|HAS_LITE_2|FORCE_SLEEP|FORCE_MAXHP|HUMAN|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|DROP_GREAT|SMART|OPEN_DOOR|BASH_DOOR|MOVE_BODY|REGENERATE|EVIL|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_DARK|NO_CONF|NO_SLEEP|NO_FEAR|RES_TELE|POWERFUL","1_IN_3|TPORT|SCARE|BLIND|MIND_BLAST|BRAIN_SMASH|DRAIN_MANA|BR_POIS|BR_ACID|BR_FIRE|CONF|DARKNESS|FORGET|S_HI_UNDEAD|BR_NUKE|BR_NETH|BR_CHAO|BR_DISE|BR_DARK|BR_PLAS|BR_CONF|BR_NEXU|S_DEMON|S_CYBER|S_KIN|BR_DISI|HAND_DOOM|ANIM_DEAD",,"彼はかつてアルダの善なる者達にサウロンの名で呼ばれ、
メルコールの最も強力な臣下として主の次に忌み恐れられた存在だ。
怒りの闘いの果て、メルコールがアルダから消滅したことにより、
反逆者達の第一人者に納まった彼は速やかに至福の地アマンの
蹂躙を成功させ、もって得た力でモルドールに己の帝国を作り上げた。
彼はアルダの言葉で自らを『贈り物の君』と称し、
定命の者に大いなる運命を授けるが、それらを背負わされた者達の中で
神々の栄華を得ることができた者は、余りにも少ない。",,,,,,,
859,"『秩序のユニコーン』","The Unicorn of Order","q","w",86,255,255,255,0,0,115,1,0,65000,0,0,0,0,28,160,100,170,0,28,28,28,28,28,28,215,0,484,0,215,0,484,0,"KICK:DR_MANA:10d10
KICK:UN_POWER:13d13
BUTT:UN_BONUS:12d12
BITE:TIME:11d11",,,"JZ#","UNIQUE|FORCE_SLEEP|FORCE_MAXHP|REFLECTING|AURA_COLD|AURA_ELEC|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_3D2|DROP_GOOD|DROP_GREAT|RES_LITE|RES_NETH|RES_WATE|RES_PLAS|RES_SOUN|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|SMART|KILL_BODY|POWERFUL|SELF_LITE_1|REGENERATE|NONLIVING|CAN_FLY|GOOD|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|RES_TELE|RIDING","1_IN_2|TPORT|TELE_LEVEL|BLIND|CONF|SCARE|CAUSE_4|BRAIN_SMASH|FORGET|BO_ICEE|BO_MANA|BO_PLAS|BA_MANA|BA_FIRE|BA_WATE|BA_NETH|BA_DARK|S_MONSTERS|S_DEMON|S_HI_UNDEAD|S_HI_DRAGON|HAND_DOOM|ANIM_DEAD|DISPEL|PSY_SPEAR",,"$The Unicorn of Order, who once stole an eye from the great Serpent 
$of chaos, is watching the events unfold with growing distress. It 
$regards you as a mortal meddling in the affairs of immortals, and 
$attempts to eliminate you.
かつて『混沌のサーペント』と闘い、その片目を
奪いとった『秩序のユニコーン』は
事の成行きを苦悩を募らせつつ見守っている。
このユニコーンはあなたを
不死なる者たちの問題に不用意に干渉する定命の者とみなし、
抹殺しようとしている。",,,,,,,
860,"アンバーの王『オベロン』","Oberon, King of Amber","p","v",8,5,31,0,0,0,110,1,0,64000,0,0,0,0,27,145,100,0,0,28,28,28,28,28,28,189,0,80,0,189,0,80,0,"HIT:UN_BONUS:12d12
HIT:UN_POWER:12d12
HIT:BLIND:10d3
TOUCH:DR_MANA:10d8",,"3:0:0:100
42:0:0:100","JZ#オベロン。九王子の父であり、アンバーの王。
JZ#アンバーの王族は、強い生命力をもち、
JZ#数千年にわたる長命であり、強い生命力と
JZ#瞬間に転移する能力、影を変化させる能力を持つ。
JZ#転移には”模様”を歩くか、王族を描いた”トランプ”を
JZ#用いることができる。オベロンは後継者を
JZ#告げずに急に失踪したため兄弟間の確執が起きる。
JZ#(この描写はトランプの絵柄) by 藤岡さん
JZ#(コメント)訳は 久留さん","UNIQUE|QUESTOR|MALE|CAN_SPEAK|DROP_CORPSE|HAS_LITE_2|ATTR_MULTI|RES_TELE|FORCE_SLEEP|FORCE_MAXHP|FORCE_DEPTH|HUMAN|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|DROP_GREAT|REFLECTING|AURA_FIRE|AURA_ELEC|SMART|OPEN_DOOR|BASH_DOOR|MOVE_BODY|REGENERATE|EVIL|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|RES_CHAO|POWERFUL|NO_CONF|NO_SLEEP|NO_FEAR","1_IN_3|SHRIEK|BR_SOUN|BR_LITE|BR_INER|BR_TIME|BR_SHAR|BR_PLAS|BR_MANA|BR_DISI|DRAIN_MANA|HEAL|HASTE|TELE_AWAY|BLINK|TPORT|FORGET|DISPEL|S_MONSTERS|S_HI_DRAGON|S_UNIQUE|S_ANGEL",,"$Oberon, the father or grandfather of most Amberites, is as powerful 
$as ever. He is afraid that you will upset the balance and will not 
$let you harm the Serpent of Chaos. ""Oberon, Lord of Amber, stood before 
$me in his green and his gold. High, wide and thick, his beard black and 
$shot with silver, his hair the same. Green rings in gold settings and 
$a blade of golden color.""
オベロンは、全てのアンバーの王子の父または祖父であり、その力は
いまだ衰えを見せない。彼はあなたが宇宙のバランスを崩すことを
恐れており、『混沌のサーペント』を傷つけることを許さないだろう。
「オベロン、アンバーの君主。あの緑と金の服装で、目の前に立っている。背が
高く、肩幅が広く、胸が厚い。白髪のいくらか混じった黒い顎ひげ。髪の毛は
相変わらず。緑の石のはまった金の指輪、金色の剣。」
（ロジャー・ゼラズニイ、岡部宏之訳「アンバーの九王子」早川書房、p.181）",,,,,,,
861,"冥王『メルコール』","Melkor, Lord of Darkness","P","D",45,5,255,5,0,0,100,1,0,60000,0,0,0,0,25,140,100,150,0,28,28,28,28,28,28,4253,0,2733925,0,4253,0,2733925,0,"HIT:SHATTER:20d10
HIT:SHATTER:20d10
HIT:LOSE_ALL:10d12
TOUCH:UN_POWER",,,"J0#(コメント)
J0#
J0#(都々目)
J0#冥王『サウロン』","UNIQUE|QUESTOR|CAN_SPEAK|ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|FORCE_MAXHP|FORCE_DEPTH|SELF_LITE_1|REFLECTING|AURA_FIRE|AURA_ELEC|AURA_COLD|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|DROP_GREAT|RES_CHAO|RES_NETH|SMART|KILL_WALL|KILL_BODY|POWERFUL|REGENERATE|NONLIVING|CAN_FLY|RIDING|EVIL|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|RES_TELE|GUARDIAN","1_IN_2|TPORT|SCARE|BLIND|S_DEMON|S_MONSTERS|TELE_TO|CONF|BO_MANA|BA_FIRE|BRAIN_SMASH|BA_NETH|BO_ICEE|CAUSE_4|BA_WATE|BO_PLAS|TELE_LEVEL|TELE_AWAY|FORGET|DARKNESS|BA_MANA|S_HI_DRAGON|S_HI_UNDEAD|BA_CHAO|S_AMBERITES|S_CYBER|HAND_DOOM|DISPEL|PSY_SPEAR",,"妖術師『サウロン』
J0#暗黒の帝王『モルゴス』",,,,,,,
862,"『混沌のサーペント』","The Serpent of Chaos","J","D",105,255,255,255,0,0,120,1,0,66666,0,0,0,0,29,155,111,175,0,28,28,28,28,28,28,25542,0,371930300,0,25542,0,371930300,0,"CRUSH:SHATTER:22d10
CRUSH:SHATTER:22d10
BITE:LOSE_ALL:10d12
TOUCH:UN_POWER",,,"JZ#","UNIQUE|QUESTOR|CAN_SPEAK|ATTR_MULTI|ATTR_ANY|FORCE_SLEEP|FORCE_MAXHP|FORCE_DEPTH|SELF_LITE_1|REFLECTING|AURA_FIRE|AURA_ELEC|AURA_COLD|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_3D2|DROP_4D2|DROP_GOOD|DROP_GREAT|RES_CHAO|RES_NETH|SMART|KILL_WALL|KILL_BODY|POWERFUL|REGENERATE|NONLIVING|CAN_FLY|RIDING|EVIL|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN|RES_TELE|GUARDIAN","1_IN_3|S_MONSTERS|BR_CHAO|BA_CHAO|ROCKET|S_CYBER|S_KIN|BR_NETH|BR_MANA|S_HI_UNDEAD|S_HI_DRAGON|S_UNIQUE|BR_NUKE|BR_DISI|HAND_DOOM|DISPEL",,"$The Big Boss himself. Before the universe the Serpent was. The Unicorn 
$of Order fought with Serpent and stole one of its eyes, known as the 
$Jewel of Judgement. With the Jewel, Dworkin drew the Pattern and thus 
$gave birth to the infinite worlds of shadow. Now the balance has been 
$disrupted, the Pattern damaged, and all the shadow is being absorbed by 
$the Serpent. Unless it is stopped, the word as we know it will come to 
$an end, all order reverting to Primal Chaos.
この蛇こそが大ボスである。宇宙が存在する前このサーペントがいた。
『秩序のユニコーン』がこのサーペントと闘い、『審判の宝石』として
知られるその片目を奪いとった。この宝石を使って『ドワーキン』が
「パターン」を描き、その影として無限の世界が生まれたのである。
いまや秩序と混沌のバランスが崩れ、「パターン」は損傷を受け、
全ての「影」の世界がサーペントに吸収されようとしている。
この動きを止めなければ、我々の知る世界は終りを告げ、
全てが原初の混沌に帰してしまうだろう。",,,,,,,
863,"量子ドット","Quantum dot",",","v",93,255,255,255,0,0,35,5,0,50,0,0,0,0,-1,110,20,100,0,18,18,18,18,18,18,170,0,60,0,160,0,50,0,"SPORE:LOSE_ALL:2d4
SPORE:UN_BONUS:2d4
SPORE:CONFUSE:2d4
SPORE:TERRIFY:2d4",,,,"NEVER_MOVE|STUPID|WEIRD_MIND|ATTR_MULTI|ATTR_ANY|QUANTUM|ELDRITCH_HORROR|MULTIPLY|FRIENDS|IM_ACID|IM_FIRE|IM_COLD|IM_ELEC|IM_POIS|DROP_CORPSE|NO_CONF|NO_SLEEP|NO_FEAR|NO_STUN","1_IN_2|BLINK|MIND_BLAST",,"$It is there and it is not. 
それはそこにあり、かつそこにない。",,,,,,,
864,"混沌の王子『マーリン』","Merlin, the Chaos Prince","p","r",9,1,30,2,0,0,99,5,0,59000,0,0,0,0,24,140,100,0,10,28,28,28,28,28,28,173,0,63,0,173,0,63,0,"TOUCH:BLIND:5d5
TOUCH:UN_BONUS:10d10
TOUCH:LOSE_ALL:10d10
TOUCH:EXP_80:10d10",,"8:0:0:100
90:0:0:100",,"UNIQUE|FORCE_SLEEP|ONLY_ITEM|DROP_90|FORCE_MAXHP|DROP_GOOD|DROP_GREAT|REFLECTING|INVISIBLE|COLD_BLOOD|KILL_EXP|SMART|REGENERATE|POWERFUL|AURA_FIRE|ATTR_MULTI|EVIL|IM_ACID|IM_ELEC|IM_FIRE|IM_COLD|IM_POIS|RES_LITE|RES_DARK|RES_NETH|RES_WATE|RES_PLAS|RES_SHAR|RES_SOUN|RES_CHAO|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|RES_TELE|NO_FEAR|NO_CONF|NO_STUN|NO_SLEEP","1_IN_2|BR_NETH|BR_TIME|BA_MANA|BO_MANA|HAND_DOOM|HEAL|S_DEMON|S_HI_UNDEAD|S_HI_DRAGON|DISPEL",,"彼はアンバーと混沌の血統を色濃く保ち、双方の技に長けた随一の魔術師だ。",,,,,,,
865,"ロゥフ","Lourph","S","u",98,255,255,255,0,0,39,7,0,3333,0,0,0,0,-1,140,200,110,0,19,19,19,19,19,19,250,20,101,10,250,20,101,10,"BITE:PARALYZE:5d5
BITE:PARALYZE:5d5
BITE:POISON:7d5
BITE:LOSE_ALL:8d5",,,,"FRIENDS|COLD_BLOOD|WEIRD_MIND|REGENERATE|BASH_DOOR|KILL_BODY|KILL_ITEM|ANIMAL|HURT_LITE|IM_ACID|IM_ELEC|IM_FIRE|IM_COLD|IM_POIS|RES_TELE|RES_NETH|RES_DISE|RES_DARK|NO_FEAR|NO_CONF|NO_STUN|NO_SLEEP",,,"$Small brown spiders that lurk in the darkness deep underground.
$  An individual would be nearly harmless, but their size allows many
$ to crawl where only a single Mirkwood spider could stand.  Packs of
$ these arachnids may scour the depths untiringly, and their hunger is
$ never satisfied.
地下深い暗闇に潜む小さな茶色い蜘蛛だ。一匹一匹はたいして害はないが、
闇の森蜘蛛がやっと一匹入れるような隙間にたくさん入り込むことができる。
この小蜘蛛の群れは獲物を求めて暗闇の中を休むことなく動き周り、
永遠に満たされることのない飢えを満たそうとしている。",,,,,,,
866,"カァウ","Caaws","E","D",93,255,255,255,0,0,82,6,0,70000,0,0,0,0,13,120,100,176,0,28,28,28,28,28,28,1750,0,19302,0,1750,0,19302,0,"TOUCH:UN_POWER:13d13
TOUCH:UN_BONUS:13d13
TOUCH:LOSE_ALL:13d13
TOUCH:DR_MANA:100d100",,,,"FORCE_MAXHP|NEVER_MOVE|STUPID|KILL_EXP|CAN_SWIM|CAN_FLY|NONLIVING|COLD_BLOOD|WEIRD_MIND|REGENERATE|KILL_BODY|AURA_COLD|EVIL|IM_ACID|IM_ELEC|IM_FIRE|IM_COLD|IM_POIS|RES_LITE|RES_DARK|RES_NETH|RES_WATE|RES_PLAS|RES_SHAR|RES_SOUN|RES_CHAO|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|RES_TELE|NO_FEAR|NO_CONF|NO_STUN|NO_SLEEP|WILD_WASTE|WILD_SWAMP","1_IN_5|HEAL|INVULNER|DISPEL",,"$A thing like a massive, jet black oyster with four groping tendrils.
$  Born of nether, it need not chase its prey, content to seeth
$ in the darkness until some unfortunate creature wanders too close.
四本の触腕をもった巨大な漆黒の牡蛎のような怪物だ。冥界で生まれた
この怪物は獲物を追うことはなく、不幸な冒険者が
近くにやってくるまで闇の中で蠕いている。",,,,,,,
867,"カルヴァリン","Culverin","I","U",94,255,255,255,0,0,8,2,0,25,0,0,0,0,-1,110,20,13,40,11,11,11,11,11,11,170,0,60,0,160,0,50,0,"SHOOT:HURT:4d6",,,"JZ# 礫吹き虫 とか？","NEVER_BLOW|RAND_25|ANIMAL|WILD_WOOD","1_IN_1|SHOOT",,"$A many legged scuttling thing, it spits pebbles with deadly force.
たくさんの脚で逃げ回り、小石を恐ろしいスピードで口から発射する虫。
「で、その《ビハインダー》とやらは、どんな格好をしているのかね？」
「はっきりこうとは言えないね。だってそれは、いつも、つかまえよう
とする相手の背後にいるからさ。（中略）まだ《カルヴァリン》もいる
--口から小石を発射することができるんだよ」
（マンリー・ウェイド・ウェルマン、深町眞理子訳
『悪魔なんかこわくない』 国書刊行会、アーカムハウス叢書、p.146）",,,,,,,
868,"ビハインダー","Behinder",0,"d",93,255,255,255,0,0,30,100,0,900,0,0,0,0,-1,125,10,45,80,16,16,16,16,16,16,170,0,60,0,160,0,50,0,"TOUCH:TERRIFY:5d5
BITE:HURT:8d4",,,,"CHAR_CLEAR|CHAR_MULTI|ATTR_CLEAR|FORCE_SLEEP|SMART|INVISIBLE|COLD_BLOOD|EMPTY_MIND|ELDRITCH_HORROR|OPEN_DOOR|ANIMAL|NO_FEAR|NO_STUN|NO_CONF|NO_SLEEP|CAN_SWIM|WILD_WOOD|WILD_MOUNTAIN",,,"$""The Behinder flung itself on his shoulders. Then I knew why
$ nobody's supposed to see one. I wish I hadn't. To this day I
$ can see it, plain as a fence at noon, and forever I will be
$ able to see it.""
「で、その《ビハインダー》とやらは、どんな格好をしているのかね？」
「はっきりこうとは言えないね。だってそれは、いつも、つかまえよう
とする相手の背後にいるからさ。（中略）まだ《カルヴァリン》もいる
--口から小石を発射することができるんだよ」
（マンリー・ウェイド・ウェルマン、深町眞理子訳
『悪魔なんかこわくない』 国書刊行会、アーカムハウス叢書、p.146）",,,,,,,
869,"ボーダイル","Boadile","S","g",98,255,255,255,0,0,25,40,0,300,0,0,0,0,-1,120,20,25,30,15,15,15,15,15,15,170,0,60,0,160,0,50,0,"BITE:HURT:2d5
CRUSH:HURT:2d8
CRUSH:HURT:2d8",,,,"FORCE_MAXHP|STUPID|COLD_BLOOD|BASH_DOOR|ANIMAL|RES_WATE|CAN_SWIM|WILD_SHORE|WILD_OCEAN",,,"$""...Head something like a croc's, only bigger. Around forty
$ feet long. Able to roll itself into a big beachball with teeth.
$  Fast on land or in water - and a hell of a lot of little legs
$ on each side.""
<三日戦争>により廃虚と化した地球で、放射能により突然変異した怪物。
「そうですね……頭はワニに似ていて、あれよりは大きい。
体長は約四十フィート。大きなビーチボールのるうに丸まってしまう
ことができる。水陸ともに敏捷に動き---腹の両側に小さな足がうじゃうじゃ---」
（ロジャー・ゼラズニイ、小尾芙佐訳「わが名はコンラッド」早川書房、p.93）",,,,,,,
870,"黒衣の修行僧","Ebony monk","p","D",0,8,255,255,0,0,36,3,0,1100,0,0,0,0,-1,120,20,0,5,18,18,18,18,18,18,170,0,60,0,160,0,50,0,"KICK:SUPERHURT:7d1
HIT:EXP_10:7d2
KICK:SUPERHURT:7d4
HIT:EXP_10:7d2",,,,"MALE|DROP_60|DROP_1D2|OPEN_DOOR|BASH_DOOR|IM_COLD|HAS_LITE_2|IM_POIS|RES_NETH|NO_FEAR|NO_CONF|NO_SLEEP|HUMAN|DROP_CORPSE|DROP_SKELETON|RACE_EGO","1_IN_9|BO_NETH",,"$A monk in dusky robes trained in the most lethal martial arts.
漆黒の法衣を身に纏い、暗殺拳に熟練した修行僧だ。",,,,,,,
871,"はぐれメタル","Metal Babble","j","s",83,255,255,255,0,0,80,10,0,400000,0,0,0,0,3,190,200,10000,0,28,28,28,28,28,28,30,2,240,2,30,2,240,2,"HIT:UN_BONUS:1d10
HIT:UN_BONUS:1d10
TOUCH:UN_POWER
TOUCH:UN_POWER",,,,"FORCE_SLEEP|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_3D2|DROP_GOOD|DROP_GREAT|CAN_SWIM|SMART|NONLIVING|COLD_BLOOD|RES_ALL|POWERFUL|KILL_EXP|NO_CONF|NO_SLEEP|NO_STUN|RES_TELE","1_IN_1|BLINK|BO_MANA|BA_CHAO|BA_FIRE|TPORT|PSY_SPEAR",,"固い金属に包まれたスライムだ。",,,,,,,
872,"『八岐大蛇』","The Yamata-no-Orochi","M","v",58,255,255,255,0,0,63,2,0,35000,0,0,0,0,11,123,50,160,20,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:HURT:10d10
HIT:HURT:10d10
CLAW:POISON:5d10
CRUSH:UN_BONUS:5d12",,"128:0:0:100",,"UNIQUE|ATTR_MULTI|FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|ANIMAL|ONLY_ITEM|DROP_2D2|DROP_3D2|DROP_GOOD|RES_CHAO|RES_DARK|OPEN_DOOR|BASH_DOOR|POWERFUL|MOVE_BODY|CAN_SWIM|RES_WATE|EVIL|IM_FIRE|IM_COLD|IM_POIS|IM_ELEC|NO_CONF|NO_SLEEP","1_IN_2|BR_FIRE|BR_NEXU|BR_CHAO|BR_POIS|BR_DISE|BR_PLAS|BR_NUKE|BR_DARK",,"出雲の国に棲む伝説の蛇で、八つの首と八つの尾を持つ。
いけにえを拒むと洪水を起こして人々を全滅させる。",,,,,,,
873,"せっかくだから『コンバット越前』","Combat-Echizen ""Because it's time""","p","R",0,15,255,6,0,0,85,2,0,35000,0,0,0,0,3,170,100,0,0,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"KICK:HURT:7d10
HIT:UN_POWER:7d8
KICK:HURT:7d10
HIT:UN_POWER:7d8",,"16:0:0:100",,"UNIQUE|MALE|HAS_LITE_2|HUMAN|FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|CAN_SPEAK|ONLY_ITEM|DROP_1D2|DROP_3D2|DROP_GOOD|DROP_GREAT|OPEN_DOOR|POWERFUL|MOVE_BODY|CAN_SWIM|GOOD|IM_ACID|IM_ELEC|IM_FIRE|IM_COLD|IM_POIS|RES_LITE|RES_DARK|RES_NETH|RES_WATE|RES_PLAS|RES_SHAR|RES_SOUN|RES_CHAO|RES_NEXU|RES_DISE|RES_WALL|RES_INER|RES_TIME|RES_GRAV|RES_TELE|NO_CONF|NO_SLEEP|NO_STUN","1_IN_2|ROCKET|HEAL|BLINK|INVULNER",,"$His favorite food is roasting rice noodle. 
$He is the lone wolf filled with the adventurous spirit. 
$His righteousness and courage are more than the average. 
$He sometimes become emotional. 
$He would like to choose a haphazard life rather than an intentional life. 
$He is poor at treating women.
好きな食べ物は焼きビーフン。抑えてはいるが、冒険心旺盛な
一匹狼。正義感、勇気とも平均以上だがカッとしやすい所もある。
計画的人生より行き当たりばったりの人生を選んでしまうタイプで、
女性の扱いは苦手。",,,,,,,
874,"幽体ワイアーム","Spectral Wyrm","D","w",58,255,255,255,0,0,77,4,0,35000,0,0,0,0,7,130,40,200,255,28,28,28,28,28,28,3000,200,2287000,500,3000,200,2287000,500,"CLAW:HURT:10d12
CLAW:HURT:10d12
CLAW:HURT:10d12
BITE:UN_BONUS:8d8",,,,"FORCE_MAXHP|EVIL|CAN_FLY|AURA_COLD|ONLY_ITEM|DROP_3D2|DROP_4D2|DROP_GOOD|POWERFUL|MOVE_BODY|PASS_WALL|INVISIBLE|NO_CONF|NO_SLEEP|RES_TELE|IM_POIS|IM_COLD|RES_NETH|RES_NEXU|RES_DISE|RIDING","1_IN_3|BR_NEXU|BR_NETH|BR_DISE|S_HI_DRAGON|SCARE|BLINK|SHRIEK",,"$The tortured soul of a once powerful wyrm.
かつて強大な力を誇っていたワイアームの怨霊だ。",,,,,,,
875,"ストームトロル","Storm troll","T","b",28,255,255,255,0,0,51,2,0,3500,0,0,0,0,0,120,20,110,100,23,23,23,23,23,23,170,0,60,0,160,0,50,0,"HIT:ELEC:3d10
BITE:HURT:1d22
HIT:COLD:3d10
BITE:HURT:1d22",,,,"FORCE_SLEEP|FORCE_MAXHP|DROP_CORPSE|REGENERATE|DROP_3D2|SMART|TAKE_ITEM|SELF_LITE_1|OPEN_DOOR|BASH_DOOR|MOVE_BODY|POWERFUL|IM_ACID|IM_COLD|IM_ELEC|EVIL","1_IN_7|BA_COLD|BO_ICEE|BO_WATE|BA_ELEC",,"$The dungeon shakes as an enormous troll-form thunders into view, hurling 
$ice and lightning in every direction.  It is thirty feet tall, has six 
$heads, and is enraged at your impudence.
ダンジョンを揺るがし、この巨大なトロルは氷と稲光を撒き散らしながらやって来る。
身の丈１０メートル、六つの頭をもつこの怪物はあなたの厚かましさに怒り狂っている。",,,,,,,
876,"不安定イモムシの大群","Unstable worm mass","w","o",89,255,255,255,0,0,15,4,0,7,0,0,0,0,-1,100,10,10,5,14,14,14,14,14,14,1,0,1,0,1,0,1,0,"EXPLODE:FIRE:5d5",,,,"RAND_50|RAND_25|CAN_SWIM|STUPID|WEIRD_MIND|MULTIPLY|BASH_DOOR|ANIMAL|HURT_LITE|NO_FEAR",,,"$A seething mass of thick, glowing worms.
光るイモムシの密集した沸き返る塊だ。",,,,,,,
877,"ゴルゴロスの蝙蝠","Bat of Gorgoroth","b","g",78,255,255,255,0,0,28,3,0,200,0,0,0,0,-1,120,20,60,30,16,16,16,16,16,16,35,2,6,1,35,2,6,1,"BITE:POISON:1d10
CLAW:HURT:1d4",,,,"DROP_60|RAND_25|MOVE_BODY|CAN_FLY|DROP_CORPSE|BASH_DOOR|FRIENDS|ANIMAL|IM_POIS|RES_DARK","1_IN_8|SCARE|BR_POIS|BR_DARK",,"$Fed with horrid meats and grown to enormous size, this slavering creature 
$seeks livelier prey.
忌まわしい腐肉を食らい巨大な大きさに成長したこのモルゴスの奴隷は
常に活きのいい獲物を求めている。",,,,,,,
878,"『ディオ・ブランドー』","Dio Brando","V","y",54,9,255,4,0,0,66,4,0,33333,0,0,0,0,7,130,20,166,10,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CLAW:EXP_VAMP:10d10
CLAW:EXP_VAMP:10d10
SPIT:BLIND:10d10
HIT:LOSE_CON:10d10",,"146:0:0:100",,"UNIQUE|MALE|FORCE_SLEEP|FORCE_MAXHP|SMART|CAN_SPEAK|CAN_FLY|AURA_COLD|ONLY_ITEM|DROP_1D2|DROP_GOOD|DROP_GREAT|COLD_BLOOD|OPEN_DOOR|BASH_DOOR|REGENERATE|EVIL|IM_COLD|IM_POIS|RES_NETH|RES_DARK|HURT_LITE|NO_CONF|NO_SLEEP|RES_TIME|RES_TELE|REFLECTING","1_IN_4|SCARE|S_KIN|WORLD|TELE_TO",,"石仮面の力で不死の吸血鬼となったディオは冒険者を餌としか見ていない。
『ザ・ワールド』に気をつけろ！「奴のスタンドの正体は分からないが、
至近距離でしか使えないことは確かだッ」",,,,,,,
879,"王蟲","Ohmu","w","g",89,255,255,255,0,0,60,20,0,2300,0,0,0,0,3,110,20,90,30,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"CRUSH:SUPERHURT:8d6",,,,"IM_FIRE|RES_PLAS|IM_COLD|IM_POIS|RES_TELE|KILL_WALL|CAN_SWIM|DROP_CORPSE|MOVE_BODY|FORCE_MAXHP|ONLY_GOLD|DROP_2D2|DROP_3D2","1_IN_3|SPECIAL",,"怒りに狂った王蟲の群は障気をまき散らしながら突進してくる。",,,,,,,
880,"時を統べる者『リチャード・ウォン』","Richard Wong, Master of Time","p","w",0,9,255,2,0,0,81,3,0,45000,0,0,0,0,4,135,100,0,20,28,28,28,28,28,28,170,0,60,0,160,0,50,0,"HIT:TIME:5d8
HIT:TIME:5d8
HIT:TIME:5d8
KICK:UN_BONUS:8d10",,,,"UNIQUE|MALE|CAN_SPEAK|DROP_CORPSE|FORCE_SLEEP|FORCE_MAXHP|ONLY_ITEM|DROP_1D2|DROP_2D2|DROP_4D2|DROP_GOOD|HUMAN|REFLECTING|SMART|REGENERATE|PASS_WALL|CAN_FLY|EVIL|IM_ACID|IM_COLD|IM_POIS|IM_FIRE|IM_ELEC|NO_CONF|NO_SLEEP|RES_NEXU|RES_WATE|RES_TIME|ESCORT","1_IN_2|TPORT|SCARE|S_KIN|BLINK|HEAL|TELE_TO|CONF|BO_MANA|BRAIN_SMASH|BA_WATE|TELE_AWAY|DISPEL|WORLD|PSY_SPEAR",,"時間と空間を自在に操る超能力者。
冷静沈着で、常に余裕の笑みを浮かべている。
だが、その仮面の下には冷血な魂が宿り、自分自身の欲望の為なら手段を選ばない。
すべてにおいて計算高く、しかもその真意を悟らせることは決してない。 ",,,,,,,
